PatientID	Country	State	City	ZIP	Address
4183	USA	MS	Philadelphia	39350	630 S. Main Street
4184	USA	MS	Vicksburg	39180	1001 Holland Avenue
4185	USA	MS	Vicksburg	39183	"1111 Frontage Road,2Nd Floor"
4186	USA	MS	Iuka	38852	2100 Highway 61 North
4187	USA	MS	Tupelo	38801	1777 Curtis Drive
4188	USA	MS	Tupelo	38804	830 South Gloster
4189	USA	MS	Brookhaven	39601	1937 Briar Ridge Road
4190	USA	MS	Waynesboro	39367	427 Highway 51 North
4191	USA	MS	Greenville	38701	950 Matthew Drive
4192	USA	MS	Greenville	38701	1400 East Union Street
4193	USA	MS	Eupora	39744	300 South Washington Avenue
4194	USA	MS	Booneville	38829	70 Medical Plaza
4195	USA	MS	Magnolia	39652	100 Hospital Street
4196	USA	MS	Mccomb	39649	205 North Cherry Street
4197	USA	MS	Pontotoc	38863	215 Marion Avenue
4198	USA	MS	Richton	39476	176 South Main Street
4199	USA	MS	Raleigh	39153	206 Bay Avenue
4200	USA	MS	Forest	39074	327 Magnolia Drive
4201	USA	MS	Morton	39117	330 North Broad Street
4202	USA	MS	Brandon	39042	317 Highway 13 South
4203	USA	MS	Flowood	39296	350 Crossgates Boulevard
4204	USA	MS	Flowood	39232	1030 River Oaks Drive
4205	USA	MS	Jackson	39232	1026 North Flowood Drive
4206	USA	MS	Whitfield	39193	3531 Lakeland Drive
4207	USA	MS	Whitfield	39193	3550 Highway 468 West
4208	USA	MS	Mendenhall	39114	"Oak Circle,Building 60"
4209	USA	MS	Magee	39111	"1842 Simpson, Highway 149"
4210	USA	MS	Rolling Fork	39159	300 S. E. Third Avenue
4211	USA	MS	Lexington	39095	47 South Fourth Street
4212	USA	MS	Fayette	39069	239 Bowling Green Road
4213	USA	MS	Bay Springs	39422	870 South Main Street
4214	USA	MS	Laurel	39441	15-A South 6Th Street
4215	USA	MS	Prentiss	39474	1220 Jefferson Street
4216	USA	MS	Union	39365	1102 Rose Street
4217	USA	MS	Leakesville	39451	25117 Highway 15
4218	USA	MS	Grenada	38901	1017 Jackson Street
4219	USA	MS	Jackson	39204	960 Avent Drive
4220	USA	MS	Jackson	39202	1850 Chadwick Drive
4221	USA	MS	Jackson	39211	1225 North State Street
4222	USA	MS	Jackson	39216	5903 Ridgewood Road
4223	USA	MS	Jackson	39216	1350 East Woodrow Wilson Drive
4224	USA	MS	Carthage	39051	2500 North State Street
4225	USA	MS	Meridian	39301	310 Ellis Street
4226	USA	MS	Meridian	39301	"1102 Constitution Ave.,2Nd Floor"
4227	USA	MS	Meridian	39303	1102 Constitution Avenue
4228	USA	GA	Augusta	30904	5000 Highway 39 North
4229	USA	MS	Meridian	39301	950 15Th Street Downtown
4230	USA	MS	Meridian	39301	2124 14Th Street
4231	USA	MS	Meridian	39301	1314 19Th Avenue
4232	USA	MS	Monticello	39654	1314 19Th Avenue
4233	USA	MS	Oxford	38655	1065 East Broad Street
4234	USA	MS	Purvis	39475	2301 South Lamar Boulevard
4235	USA	MS	Hattiesburg	39402	823 Highway 589
4236	USA	MS	Senatobia	38668	5001 Hardy Street
4237	USA	MS	New Albany	38652	401 Getwell Drive
4238	USA	MS	Ruleville	38771	200 Highway 30 West
4239	USA	MS	Indianola	38751	840 North Oak Avenue
4240	USA	MS	Parchman	38738	121 East Baker Street
4241	USA	MS	Charleston	38921	Highway 49 West
4242	USA	MS	Natchez	39120	201 South Market Street
4243	USA	MS	Natchez	39121	129 Jefferson Davis Boulevard
4244	USA	MS	Corinth	38834	54 Seargent Prentiss Drive
4245	USA	MS	Kosciusko	39090	611 Alcorn Drive
4246	USA	MS	Greenwood	38935	220 Highway 12 West
4247	USA	SC	Columbia	29209	1401 River Road
4248	USA	MS	Columbus	39705	6439 Garners Ferry Rd
4249	USA	MS	Pascagoula	39581	2520 5Th Street North
4250	USA	MS	Ocean Springs	39564	2809 Denny Avenue
4251	USA	MS	Bay St. Louis	39521	3109 Bienville Boulevard
4252	USA	MS	Biloxi	39530	149 Drinkwater Boulevard
4253	USA	MS	Gulfport	39503	150 Reynoir Street
4254	USA	MS	Gulfport	39501	15200 Community Road
4255	USA	MS	Gulfport	39501	4500 13Th Street
4256	USA	MS	Greenville	38701	1520 Broad Avenue
4257	USA	MS	Ackerman	39735	300 South Washington Avenue
4258	USA	MS	Centreville	39631	8613 Ms Highway 12
4259	USA	MS	Picayune	39466	178 Highway 24E
4260	USA	MS	Olive Branch	38654	130 Highlands Parkway
4261	USA	MT	Anaconda	59711	4250 Bethel Road
4262	USA	MT	Baker	59313	401 W Pennsylvania Ave
4263	USA	MT	Big Timber	59011	202 S 4Th St W
4264	USA	MT	Choteau	59422	301 West 7Th Avenue
4265	USA	MT	Cut Bank	59427	915 4Th St Nw
4266	USA	MT	Ekalaka	59324	802 2Nd St Se
4267	USA	MT	Hamilton	59840	215 Sandy Street
4268	USA	MT	Hardin	59034	1200 Westwood Dr
4269	USA	MT	Harlowton	59036	17 N Miles
4270	USA	MT	Livingston	59047	530 3Rd St Nw
4271	USA	MT	Malta	59538	504 S 13Th St
4272	USA	MT	Plentywood	59254	311 S 8Th Ave E
4273	USA	MT	Big Sandy	59520	440 W Laurel Ave
4274	USA	MT	Circle	59215	166 Montana Avenue East
4275	USA	MT	Conrad	59425	605 Sullivan Ave
4276	USA	MT	Culbertson	59218	805 Sunset Blvd
4277	USA	MT	Superior	59872	818 2Nd Ave E
4278	USA	MT	Ennis	59729	1208 6Th Ave E
4279	USA	MT	Forsyth	59327	305 N Main St
4280	USA	MT	Fort Benton	59442	383 N 17Th Ave
4281	USA	MT	Terry	59349	1501 St Charles St
4282	USA	MT	Glasgow	59230	312 S Adams
4283	USA	MT	Glendive	59330	621 3Rd St S
4284	USA	MT	Jordan	59337	202 Prospect Dr
4285	USA	MT	Lewistown	59457	332 Leavitt Avenue
4286	USA	MT	Townsend	59644	408 Wendell Ave
4287	USA	MT	Libby	59923	110 N Oak
4288	USA	MT	Miles City	59301	209 Health Park Drive
4289	USA	MT	Plains	59859	2600 Wilson
4290	USA	MT	Red Lodge	59068	10 Kruger Rd
4291	USA	MT	Ronan	59864	2525 N Broadway
4292	USA	MT	Roundup	59072	107 6Th Ave Sw
4293	USA	MT	Scobey	59263	1202 3Rd St W
4294	USA	MT	Shelby	59474	105 5Th Avenue East
4295	USA	MT	Sheridan	59749	640 Park Ave
4296	USA	MT	Sidney	59270	220 E Crofoot St
4297	USA	MT	White Sulphur	59645	216 14Th Ave Sw
4298	USA	MT	Wolf Point	59201	16 W Main
4299	USA	MT	Chester	59522	315 Knapp Street
4300	USA	MT	Columbus	59019	315 W Madison Ave
4301	USA	MT	Deer Lodge	59722	710 North 11Th St
4302	USA	MT	Philipsburg	59858	1100 Hollenback Lane
4303	USA	MT	Poplar	59255	310 Sansome
4304	USA	MT	Billings	59101	211 H Street East
4305	USA	MT	Helena	59604	2800 10Th Ave N
4306	USA	MT	Bozeman	59715	2755 Colonial Dr
4307	USA	MT	Butte	59701	915 Highland Blvd
4308	USA	PA	Langhorne	19047	400 S Clark St
4309	USA	MT	Missoula	59804	1201 Langhorne-Newtown Road
4310	USA	MT	Missoula	59806	2827 Fort Missoula Rd
4311	USA	MT	Big Sky	59716	500 W Broadway
4312	USA	MT	Polson	59860	334 Town Center Avenue
4313	USA	MT	Livingston	59047	6 13Th Avenue E
4314	USA	NC	Gastonia	28053	320 Alpenglow Lane
4315	USA	NC	Charlotte	28233	2525 Court Drive
4316	USA	NC	Huntersville	28078	200 Hawthorne Lane
4317	USA	MT	Kalispell	59901	10030 Gilead Road
4318	USA	NC	Matthews	28106	310 Sunnyview Ln
4319	USA	NC	Charlotte	28207	1500 Matthews Township Parkway
4320	USA	NC	Salisbury	28144	1901 Randolph Rd
4321	USA	NC	Windsor	27983	612 Mocksville Ave
4322	USA	NC	Elizabethtown	28337	1403 South King Street
4323	USA	NC	Washington	27889	501 South Poplar Street
4324	USA	NC	Valdese	28690	628 East Twelfth St
4325	USA	NC	Thomasville	27360	720 Malcolm Boulevard
4326	USA	NC	Elizabeth City	27906	207 Old Lexington Road
4327	USA	NC	Edenton	27932	1144 North Road Street
4328	USA	NC	Shelby	28150	211 Virginia Road
4329	USA	NC	Kings Mountain	28086	201 East Grover St
4330	USA	AZ	Bisbee	85603	706 West King Street
4331	USA	NC	Wilmington	28403	101 Cole Ave
4332	USA	NC	Kenansville	28349	5301 Wrightsville Ave
4333	USA	NC	Durham	27710	401 North Main St
4334	USA	NC	Durham	27704	2301 Erwin Road
4335	USA	NC	Tarboro	27886	3643 North Roxboro Rd
4336	USA	NC	Winston Salem	27103	111 Hospital Dr
4337	USA	NC	Winston Salem	27157	1950 South Hawthorne Rd
4338	USA	NC	Winston Salem	27103	Medical Center Blvd
4339	USA	NC	Louisburg	27549	3333 Silas Creek Pkwy
4340	USA	NC	Sanford	27330	100 Hospital Drive
4341	USA	NC	Smithfield	27577	1135 Carthage St
4342	USA	NC	Oxford	27565	509 N. Bright Leaf Blvd.
4343	USA	NC	Belmont	28012	1010 College Street
4344	USA	NC	Charlotte	28207	275 Beatty Drive
4345	USA	NC	Charlotte	28203	2001 Vail Ave
4346	USA	NC	Marion	28752	1100 Blythe Blvd
4347	USA	NC	Franklin	28744	430 Rankin Drive
4348	USA	NC	Highlands	28741	120 Riverview Street
4349	USA	NC	Hendersonville	28791	190 Hospital Drive
4350	USA	NC	Hendersonville	28732	800 North Justice Street
4351	USA	FL	Orlando	32827	100 Hospital Drive
4352	USA	NC	Dunn	28335	13800 Veterans Way
4353	USA	TN	Mountain Home	37684	800 Tilghman Dr
4354	USA	NC	Scotland Neck	27874	809 Lamont St
4355	USA	NC	Roanoke Rapids	27870	921 Junior High Road
4356	USA	NC	Greensboro	27401	250 Smith Church Road
4357	USA	NC	High Point	27261	1200 North Elm St
4358	USA	NC	Greensboro	27406	601 North Elm Street
4359	USA	NC	Greensboro	27403	2401 Southside Blvd
4360	USA	NC	Sylva	28779	501 N Elam Avenue
4361	USA	NC	Statesville	28687	68 Hospital Rd
4362	USA	NC	Statesville	28677	218 Old Mocksville Road
4363	USA	NC	Ahoskie	27910	557 Brookdale Drive
4364	USA	NC	Goldsboro	27533	500 South Academy Street
4365	USA	NC	Wilson	27893	2700 Wayne Memorial Drive
4366	USA	NC	Yadkinville	27055	1705 Tarboro St. Sw
4367	USA	NC	Raleigh	27611	624 West Main St
4368	USA	NC	Raleigh	27607	3400 Wake Forest Road
4369	USA	NC	Raleigh	27620	4420 Lake Boone Trail
4370	USA	NC	Cary	27511	3000 New Bern Avenue
4371	USA	TN	Murfreesboro	37129	1900 Kildaire Farm Rd.
4372	USA	NC	Henderson	27536	3400 Lebanon Pike
4373	USA	NC	Blowing Rock	28605	566 Ruin Creek Road
4374	USA	NC	Boone	28607	418 Chestnut Street
4375	USA	TN	Nashville	37212	336 Deerfield Road
4376	USA	NC	Brevard	28712	1310 24Th Ave S
4377	USA	NC	Bryson City	28713	P O Box 1116
4378	USA	NC	Mount Airy	27030	45 Plateau St
4379	USA	NC	Elkin	28621	830 Rockford Street
4380	USA	NC	Wadesboro	28170	180 Parkwood Drive
4381	USA	NC	Sparta	28675	500 Morven Rd
4382	USA	NC	Burlington	27216	233 Doctors Street
4383	USA	NC	Jefferson	28640	1240 Huffman Mill Road
4384	USA	NC	Columbus	28722	200 Hospital Ave.
4385	USA	NC	Greenville	27835	101 Hospital Drive
4386	USA	NC	Roxboro	27573	2100 Stantonsburg Road
4387	USA	NC	Morehead City	28557	615 Ridge Rd
4388	USA	NC	Siler City	27344	3500 Arendell Street
4389	USA	NC	Hickory	28602	475 Progress Boulevard
4390	USA	NC	Hickory	28601	810 Fairgrove Church Road
4391	USA	NC	Murphy	28906	420 North Center St
4392	USA	NC	Lumberton	28359	3990 East Us Hwy 64
4393	USA	AZ	Tucson	85712	300 West 27Th St
4394	USA	NC	Eden	27288	5301 East Grant Road
4395	USA	NC	Reidsville	27320	117 East Kings Hwy
4396	USA	NC	Asheboro	27204	618 South Main St.
4397	USA	NC	Laurinburg	28352	364 White Oak Street
4398	USA	NC	Rutherfordton	28139	500 Lauchwood Drive
4399	USA	NC	Clinton	28329	288 South Ridgecrest Ave.
4400	USA	NC	Linville	28646	607 Beaman Street
4401	USA	NC	Belhaven	27810	434 Hospital Drive
4402	USA	NC	Bolivia	28462	202 East Water St
4403	USA	NC	Southport	28461	240 Hospital Drive Ne
4404	USA	NC	Concord	28025	924 Howe St
4405	USA	NC	Lenoir	28645	920 Church St N
4406	USA	NC	Asheville	28801	321 Mulberry Street Sw
4407	USA	NC	Asheville	28813	509 Biltmore Ave
4408	USA	NC	Morganton	28655	68 Sweeten Creek Road
4409	USA	NC	Spruce Pine	28777	2201 South Sterling St
4410	USA	NC	Troy	27371	125 Hospital Drive
4411	USA	NC	Pinehurst	28374	520 Allen Street
4412	USA	PA	Natrona Heights	15065	155 Memorial Drive
4413	USA	NC	Fayetteville	28302	1301 Carlisle Street
4414	USA	NC	Fayetteville	28301	1638 Owen Drive
4415	USA	NC	Nags Head	27959	150 Robeson Street
4416	USA	NC	Lexington	27293	4800 South Croatan Highway
4417	USA	NC	Jacksonville	28541	250 Hospital Drive
4418	USA	NC	Chapel Hill	27514	317 Western Boulevard
4419	USA	NC	New Bern	28561	101 Manning Dr
4420	USA	NC	Whiteville	28472	2000 Neuse Blvd
4421	USA	NC	Shelby	28017	500 Jefferson St
4422	USA	NC	Cherokee	28719	315 West College Avenue
4423	USA	NC	Camp Lejeune	28547	1 Hospital Road
4424	USA	NC	Fort Bragg	28307	100 Brewster Blvd
4425	USA	NC	Durham	27705	2817 Reilly Rd
4426	USA	NC	Fayetteville	28301	508 Fulton St
4427	USA	NC	Asheville	28805	2300 Ramsey St
4428	USA	NC	Salisbury	28144	1100 Tunnel Rd
4429	USA	NC	Kernersville	27284	1601 Brenner Ave
4430	USA	NC	Bolivia	28422	1750 Kernersville Medical Pkwy
4431	USA	NC	Wadesboro	28170	240 Hospital Dr Ne
4432	USA	NC	Raeford	28376	2301 Us Highway 74 West
4433	USA	NC	Kings Mountain	28086	201 Medical Pavilion Drive
4434	USA	NC	Concord	28025	706 West King Street
4435	USA	NC	Raeford	28376	487 Lake Concord Road
4436	USA	NC	Charlotte	28217	6408 Fayetteville Road
4437	USA	NC	Charlotte	28210	"8800 North Tryon St,4Th Floor"
4438	USA	NC	Winston Salem	27103	"10648 Park Road,3Rd Floor"
4439	USA	NC	Durham	27704	"3333 Silas Creek Parkway,6Th Floor"
4440	USA	NC	Greensboro	27401	"3643 North Roxboro Street,6Th Floor"
4441	USA	NC	Albemarle	28002	1200 North Elm Street
4442	USA	KY	Lexington	40511	301 Yadkin Street
4443	USA	KY	Lexington	40502	2250 Leestown Road Lexington
4444	USA	ND	Fargo	58102	1101 Veterans Drive
4445	USA	KY	Louisville	40206	2101 Elm Street
4446	USA	MI	Ann Arbor	48105	800 Zorn Avenue
4447	USA	MI	Detroit	48201	2215 Fuller Rd
4448	USA	IN	Mishawaka	46545	4646 John R St
4449	USA	KY	Ft Thomas	41075	1540 Trinity Place
4450	USA	LA	Pineville	71360	1000 S Ft Thomas Ave
4451	USA	AR	Little Rock	72114	2495 Shreveport Highway
4452	USA	LA	Shreveport	71101	2200 Fort Roots Drive North
4453	USA	AR	Little Rock	72205	510 E Stoner Ave
4454	USA	LA	New Orleans	70119	4300 West 7Th Street
4455	USA	NE	Boys Town	68010	2400 Canal Street
4456	USA	NE	Beatrice	68310	14000 Boys Town Hospital Rd
4457	USA	NE	Kearney	68847	N 10Th St
4458	USA	NE	Geneva	68361	1755 Prairie View Pl
4459	USA	NE	Genoa	68640	1900 F Street
4460	USA	NE	Hastings	68901	606/706 Ewing Ave
4461	USA	NE	Grand Island	68803	715 N St Joseph Ave
4462	USA	NE	Kearney	68848	2620 West Faidley Ave
4463	USA	NE	Lincoln	68509	10 East 31St St
4464	USA	NE	Lincoln	68506	Folsom & West Prospector
4465	USA	NE	Lincoln	68506	"1710 South 70Th St,Suite 200"
4466	USA	AR	Fayetteville	72703	1600 South 48Th St
4467	USA	NE	Lincoln	68502	1100 North College Avenue
4468	USA	NE	Lincoln	68526	"2300 South 16Th Street,7Th Floor"
4469	USA	TX	Houston	77030	7500 South 91St St
4470	USA	NE	Lincoln	68502	2002 Holcombe Blvd
4471	USA	NE	Omaha	68114	2300 South 16Th St
4472	USA	NE	Omaha	68114	8200 Dodge St
4473	USA	TX	Temple	76504	8303 Dodge St
4474	USA	NE	Omaha	68131	1901 Veterans Memorial Dr
4475	USA	TX	Waco	76711	415 South 25Th Avenue
4476	USA	NE	Omaha	68122	4800 Memorial Dr
4477	USA	NE	Omaha	68144	"6901 North 72Nd Street,Suite 20300"
4478	USA	TX	El Paso	79930	2808 South 143Rd Plz
4479	USA	NE	Franklin	68939	5001 N Piedras
4480	USA	NE	Broken Bow	68822	1406 Q St
4481	USA	NE	Lynch	68746	145 Memorial Drive
4482	USA	NE	Alliance	69301	401 South 5Th Street
4483	USA	NE	Albion	68620	2101 Box Butte Ave
4484	USA	NE	Gordon	69343	723 West Fairview St
4485	USA	NE	Hebron	68370	300 East 8Th St
4486	USA	NE	Creighton	68729	120 Park Ave
4487	USA	NE	Ord	68862	1503 Main St
4488	USA	NE	Pender	68047	2707 L Street
4489	USA	NE	Auburn	68305	100 Hospital Drive
4490	USA	NE	Bridgeport	69336	2022  13Th St
4491	USA	TX	San Antonio	78229	1313 S Street
4492	USA	NE	Superior	68978	7400 Merton Minter
4493	USA	NE	Nebraska City	68410	520 East 10Th St
4494	USA	NE	Syracuse	68446	1314  3Rd Ave
4495	USA	NE	Pawnee City	68420	1579 Midland St
4496	USA	NE	Holdrege	68949	600 I St
4497	USA	NE	St Paul	68873	1215 Tibbals St
4498	USA	NE	Oshkosh	69154	1113 Sherman St
4499	USA	TX	Kerrville	78028	1100 West 2Nd St
4500	USA	NE	Papillion	68046	3600 Memorial Blvd
4501	USA	NE	Sidney	69162	11111 South 84Th St
4502	USA	FL	Okeechobee	34972	1000 Pole Creek Crossing
4503	USA	TX	Dallas	75216	1796 Hwy 441 North
4504	USA	NE	Omaha	68131	4500 S Lancaster Rd
4505	USA	TX	Harlingen	78550	601 North 30Th St
4506	USA	TX	Big Spring	79720	2601 Veterans Dr
4507	USA	WY	Sheridan	82801	300 Veterans Blvd
4508	USA	OH	Seaman	45679	1898 Fort Rd
4509	USA	FL	Orlando	32803	230 Medical Center Drive
4510	USA	FL	Boca Raton	33486	5201 Raymond Street
4511	USA	HI	Honolulu	96819	800 Meadows Rd
4512	USA	FL	West Palm Beach	33407	459 Patterson Road
4513	USA	FL	Jupiter	33458	1041 45Th St
4514	USA	CO	Denver	80220	1210 S Old Dixie Hwy
4515	USA	WA	Spokane	99205	1055 Clemont Street
4516	USA	NE	Grand Island	68803	4815 N. Assembly St.
4517	USA	GA	Decatur	30033	2201 No. Broadwell Avenue
4518	USA	FL	Boca Raton	33428	1670 Clairmont Road
4519	USA	FL	Leesburg	34748	21644 State Rd 7
4520	USA	OH	Bluffton	45817	600 E Dixie Ave
4521	USA	OH	Lima	45804	"139 Garau Street, Po Box 48"
4522	USA	FL	West Palm Beach	33410	"801 Medical Drive,Suite B"
4523	USA	OH	Dover	44622	7305 N Military Trail
4524	USA	FL	Wauchula	33873	659 Boulevard
4525	USA	FL	Bay Pines	33744	533 W Carlton St
4526	USA	FL	Dunedin	34698	10000 Bay Pines Blvd
4527	USA	FL	Saint Petersburg	33701	601 Main St
4528	USA	OR	Portland	97239	701 6Th St S
4529	USA	FL	Saint Petersburg	33707	3181 Sw Sam Jackson Park Road
4530	USA	FL	Tampa	33612	1501 Pasadena Ave S
4531	USA	FL	Tampa	33613	13000 Bruce B Downs Blvd
4532	USA	FL	Tampa	33609	3100 E Fletcher Ave
4533	USA	OR	Portland	97232	2901 Swann Ave
4534	USA	OR	Ne Salem	97301	1121 Ne 2Nd Avenue
4535	USA	FL	Brooksville	34613	2600 Center Street Ne
4536	USA	FL	Lake Butler	32054	11375 Cortez Blvd
4537	USA	NH	Portsmouth	3801	7765 S County Rd 231
4538	USA	OH	Lima	45801	105 Corporate Drive
4539	USA	FL	Fort Pierce	34950	730 W Market St
4540	USA	FL	Oxford	34484	1700 S 23Rd St
4541	USA	FL	Fort Myers	33901	5050 County Road 472
4542	USA	NH	Nashua	3062	2776 Cleveland Ave
4543	USA	FL	New Smyrna Beach	32168	"29 Nw Blvd,First Floor"
4544	USA	FL	Trinity	34655	401 Palmetto St
4545	USA	FL	Lutz	33549	9330 Fl-54
4546	USA	FL	Bartow	33831	21808 State Rd 54
4547	USA	NH	Salem	3079	2200 Osprey Blvd
4548	USA	FL	Melbourne	32901	70 Butler Street
4549	USA	FL	Titusville	32796	1350 S Hickory St
4550	USA	FL	Starke	32091	951 N Washington Ave
4551	USA	FL	Gainesville	32608	922 E Call St
4552	USA	FL	Gainesville	32610	1601 S Archer Road
4553	USA	FL	Gainesville	32606	1600 Sw Archer Rd
4554	USA	FL	Orange Park	32073	4101 Nw 89Th Blvd
4555	USA	FL	Fort Lauderdale	33308	2001 Kingsley Ave
4556	USA	FL	Fort Lauderdale	33316	4545 N Federal Hwy
4557	USA	FL	Weston	33326	1600 S Andrews Ave
4558	USA	FL	Lauderdale Lakes	33313	3100 Weston Rd
4559	USA	FL	Plantation	33324	5000 W Oakland Park Blvd
4560	USA	NH	Nashua	3062	8201 W Broward Blvd
4561	USA	IL	Breese	62230	8 Prospect Street
4562	USA	FL	Marathon	33050	9515 Holy Cross Ln
4563	USA	FL	Miami	33176	3301 Overseas Hwy
4564	USA	FL	Miami	33137	8900 N Kendall Dr
4565	USA	FL	Homestead	33033	5200 Ne 2Nd Ave
4566	USA	OH	Lima	45801	975 Baptist Way
4567	USA	OH	Lima	45804	730 West Market Street
4568	USA	PA	Montrose	18801	1001 Bellefontaine Avenue
4569	USA	AZ	Benson	85602	25 Grow Avenue
4570	USA	AZ	Willcox	85643	450 S. Ocotillo
4571	USA	PA	Nanticoke	18634	901 W Rex Allen Drive
4572	USA	PA	Wilkes-Barre	18711	128 West Washington Street
4573	USA	PA	Wellsboro	16901	1000 East Mountain Drive
4574	USA	PA	Wilkes-Barre	18711	32-36 Central Avenue
4575	USA	PA	Bethlehem	18017	1111 East End Boulevard
4576	USA	PA	Allentown	18102	2545 Schoenersville Road
4577	USA	PA	Allentown	18104	421 Chew Street
4578	USA	PA	Allentown	18104	4815 Tilghman Street
4579	USA	PA	Bethlehem	18015	1503 Cedar Crest Boulevard
4580	USA	PA	Allentown	18105	801 Ostrum Street
4581	USA	MO	Chesterfield	63017	Cedar Crest Blvd & I-78 Po Box 689
4582	USA	PA	Lebanon	17042	13190 South Outer 40 Road
4583	USA	PA	Mt Gretna	17064	Fourth & Walnut Streets Po Box 1281
4584	USA	PA	Lebanon	17042	283 South Butler Road Po Box 550
4585	USA	PA	Ellwood City	16117	1700 South Lincoln Avenue
4586	USA	PA	New Castle	16105	724 Pershing Street
4587	USA	PA	Lancaster	17604	1211 Wilmington Avenue
4588	USA	PA	Lancaster	17601	555 North Duke Street
4589	USA	PA	Ephrata	17522	675 Good Drive
4590	USA	PA	Bethlehem	18020	169 Martin Avenue
4591	USA	PA	Coal Township	17866	2310 Highland Avenue
4592	USA	PA	Eagleville	19408	4200 Hospital Road
4593	USA	PA	Ambler	19002	100 Eagleville Road
4594	USA	PA	Wynnewood	19096	722 East Butler Pike
4595	USA	PA	Norristown	19403	100 Lancaster Avenue
4596	USA	PA	Norristown	19401	50 Beech Drive
4597	USA	PA	Fort Washington	19034	1001 Sterigere Street
4598	USA	PA	Norristown	19401	7170 Lafayette Avenue
4599	USA	PA	Norristown	19403	2701 Dekalb Pike
4600	USA	PA	Royersford	19468	1033 West Germantown Pike
4601	USA	PA	Bryn Mawr	19010	454 Enterprise Drive
4602	USA	PA	Pottstown	19464	130 South Bryn Mawr Avenue
4603	USA	PA	Lansdale	19446	1600 East High Street
4604	USA	PA	Danville	17822	100 Medical Campus Drive
4605	USA	PA	Danville	17822	2 Rehab Lane
4606	USA	PA	Clarks Summit	18411	100 North Academy Avenue
4607	USA	PA	Peckville	18452	1451 Hillside Drive
4608	USA	PA	Scranton	18510	1400 Main Street
4609	USA	OH	Gallipolis	45631	746 Jefferson Avenue
4610	USA	PA	Huntingdon	16652	100 Jackson Pike
4611	USA	MS	Collins	39428	1225 Warm Springs Avenue
4612	USA	PA	Indiana	15701	701 South Holly Street
4613	USA	PA	Punxsutawney	15767	835 Hospital Road Po Box 788
4614	USA	PA	Brookville	15825	81 Hillcrest Drive
4615	USA	PA	Lewistown	17044	100 Hospital Road
4616	USA	PA	Greenville	16125	400 Highland Avenue
4617	USA	PA	Transfer	16154	110 North Main Street
4618	USA	PA	Kane	16735	239 Edgewood Drive Extension
4619	USA	ME	Lewiston	4240	4372 Route 6
4620	USA	ME	Lewiston	4240	300 Main Street
4621	USA	PA	Grove City	16127	Campus Avenue
4622	USA	PA	Muncy	17756	631 North Broad St Ext
4623	USA	PA	Shippensburg	17257	215 East Water Street
4624	USA	PA	Chambersburg	17201	601 Roxbury Road
4625	USA	PA	Jersey Shore	17740	112 North 7Th Street
4626	USA	AZ	Florence	85132	1020 Thompson Street
4627	USA	PA	Mcconnellsburg	17233	4545 North Hunt Highway
4628	USA	PA	Williamsport	17701	214 Peach Orchard Road
4629	USA	AZ	Yuma	85364	1100 Grampian Boulevard
4630	USA	PA	East Stroudsburg	18301	901 W 24Th Street
4631	USA	PA	Waynesboro	17268	206 East Brown Street
4632	USA	RI	North Smithfield	2896	501 East Main Street
4633	USA	IN	Charlestown	47111	116 Eddie Dowling Highway
4634	USA	AZ	Mesa	85206	2200 Market St
4635	USA	AZ	Tucson	85739	215 South Power Road
4636	USA	AZ	Phoenix	85016	39580 S. Lago Del Oro Prkwy
4637	USA	PA	Harrisburg	17105	1930 East Thomas Road
4638	USA	PA	Harrisburg	17105	111 South Front Street
4639	USA	PA	Hummelstown	17036	4300 Londonderry Road Harrisburg
4640	USA	PA	Camp Hill	17011	1135 Old West Chocolate Avenue
4641	USA	PA	Carlisle	17105	"503 North 21St Street,5Th Floor"
4642	USA	PA	Mechanicsburg	17055	361 Alexander Spring Road
4643	USA	PA	Mechanicsburg	17055	175 Lancaster Boulevard
4644	USA	PA	Camp Hill	17011	4950 Wilson Lane
4645	USA	PA	Darby	19023	503 North 21St Street
4646	USA	PA	Upland	19013	"1500 Lansdowne Avenue,6Th Floor Msb"
4647	USA	PA	Havertown	19083	One Medical Center Boulevard
4648	USA	PA	Media	19063	2000 Old West Chester Pike
4649	USA	PA	Erie	16501	1068 West Baltimore Pike
4650	USA	PA	Corry	16407	252 West 11Th Street
4651	USA	PA	Erie	16507	612 West Smith Street
4652	USA	PA	Drexel Hill	19026	143 East 2Nd Street
4653	USA	PA	Erie	16550	501 North Lansdowne Avenue
4654	USA	PA	Erie	16505	201 State Street
4655	USA	MA	Quincy	2169	1645 West 8Th Street
4656	USA	PA	Erie	16504	114 Whitwell Street
4657	USA	PA	Erie	16544	135 East 38Th Street
4658	USA	PA	Erie	16509	232 West 25Th Street
4659	USA	PA	Pittsburgh	15232	5515 Peach Street
4660	USA	AZ	Tempe	85283	5230 Centre Ave
4661	USA	AZ	Apache Junction	85120	6350 South Maple Avenue
4662	USA	RI	Warwick	2886	2050 West Southern Avenue
4663	USA	MO	St. Louis	63110	455 Toll Gate Road
4664	USA	AZ	Phoenix	85006	4455  Duncan Avenue
4665	USA	AZ	Douglas	85607	"1300 North 12Th Street,Suite 404"
4666	USA	AZ	Scottsdale	85251	2174 West Oak Avenue
4667	USA	AZ	Phoenix	85007	3535 North Scottsdale Road
